output_area,All people in households,Up to 0.5 persons per room,Over 0.5 and up to 1.0 persons per room,Over 1.0 and up to 1.5 persons per room,Over 1.5 persons per room
S00095334,140,60,74,6,0
S00095335,132,78,47,7,0
S00095336,104,92,12,0,0
S00095337,157,80,77,0,0
S00095338,121,55,55,11,0
S00095339,88,40,48,0,0
S00095340,109,66,43,0,0
S00095341,191,61,124,6,0
S00095342,108,26,76,6,0
S00095343,107,27,80,0,0
S00095344,80,44,32,4,0
S00095345,127,89,38,0,0
S00095346,109,79,26,4,0
S00095347,93,52,41,0,0
S00095348,94,64,30,0,0
S00095349,114,50,52,12,0
S00095350,80,68,12,0,0
S00095351,112,82,30,0,0
S00095352,188,101,87,0,0
S00095353,118,71,44,3,0
S00095354,75,47,28,0,0
S00095355,169,77,78,14,0
S00095356,115,69,46,0,0
S00095357,70,51,14,5,0
S00095358,93,67,26,0,0
S00095359,89,60,29,0,0
S00095360,58,47,11,0,0
S00095361,92,62,30,0,0
S00095362,128,75,53,0,0
S00095363,119,66,53,0,0
S00095364,117,87,30,0,0
S00095365,87,58,29,0,0
S00095366,150,76,68,6,0
S00095367,127,57,70,0,0
S00095368,91,64,20,7,0
S00095369,192,61,125,6,0
S00095370,116,97,19,0,0
S00095371,151,90,61,0,0
S00095372,86,74,12,0,0
S00095373,160,131,24,5,0
S00095374,99,77,22,0,0
S00095375,110,83,27,0,0
S00095376,98,71,27,0,0
S00095377,128,77,51,0,0
S00095378,110,75,35,0,0
S00095379,132,93,39,0,0
S00095380,127,77,50,0,0
S00095381,127,64,63,0,0
S00095382,100,73,27,0,0
S00095383,124,49,70,0,5
S00095384,132,76,56,0,0
S00095385,112,62,47,0,3
S00095386,100,57,37,6,0
S00095387,178,80,98,0,0
S00095388,106,70,36,0,0
S00095389,142,67,65,10,0
S00095390,141,92,49,0,0
S00095391,64,56,8,0,0
S00095392,114,62,52,0,0
S00095393,130,60,66,4,0
S00095394,68,48,20,0,0
S00095395,77,55,22,0,0
S00095396,88,48,40,0,0
S00095397,132,101,31,0,0
S00095398,93,75,18,0,0
S00095399,164,79,79,6,0
S00095400,175,97,78,0,0
S00095401,58,48,10,0,0
S00095402,128,79,49,0,0
S00095403,125,69,56,0,0
S00095404,97,68,25,0,4
S00095405,177,137,40,0,0
S00095406,118,68,50,0,0
S00095407,110,77,33,0,0
S00095408,152,128,24,0,0
S00095409,157,67,71,19,0
S00095410,141,70,67,4,0
S00095411,136,63,61,12,0
S00095412,71,56,15,0,0
S00095413,109,77,32,0,0
S00095414,146,67,73,6,0
S00095415,88,63,25,0,0
S00095416,98,67,31,0,0
S00095417,112,66,39,7,0
S00095418,154,93,58,3,0
S00095419,133,66,67,0,0
S00095420,121,82,39,0,0
S00095421,76,49,27,0,0
S00095422,66,42,24,0,0
S00095423,149,69,76,4,0
S00095424,122,88,34,0,0
S00095425,104,80,17,7,0
S00095426,148,83,65,0,0
S00095427,153,101,52,0,0
S00095428,91,43,41,7,0
S00095429,62,46,16,0,0
S00095430,124,65,59,0,0
S00095431,109,75,34,0,0
S00095432,117,68,44,5,0
S00095433,161,81,73,7,0
S00095434,143,74,69,0,0
S00095435,64,41,23,0,0
S00095436,89,52,33,4,0
S00095437,104,52,48,4,0
S00095438,75,50,25,0,0
S00095439,61,27,28,6,0
S00095440,86,66,20,0,0
S00095441,85,71,14,0,0
S00095442,145,101,38,6,0
S00095443,129,102,22,5,0
S00095444,84,49,35,0,0
S00095445,92,59,33,0,0
S00095446,99,55,38,6,0
S00095447,55,32,23,0,0
S00095448,134,82,52,0,0
S00095449,130,85,40,5,0
S00095450,66,33,33,0,0
S00095451,84,63,21,0,0
S00095452,97,75,22,0,0
S00095453,56,34,22,0,0
S00095454,51,28,23,0,0
S00095455,71,44,27,0,0
S00095456,135,57,58,12,8
S00095457,113,55,58,0,0
S00095458,85,36,49,0,0
S00095459,153,72,74,7,0
S00095460,74,49,25,0,0
S00095461,128,64,64,0,0
S00095462,118,67,51,0,0
S00095463,145,58,83,4,0
S00095464,128,88,36,4,0
S00095465,83,44,39,0,0
S00095466,153,90,63,0,0
S00095467,170,68,90,5,7
S00095468,145,100,45,0,0
S00095469,74,53,21,0,0
S00095470,91,52,29,8,2
S00095471,120,52,63,5,0
S00095472,82,71,11,0,0
S00095473,165,127,38,0,0
S00095474,56,42,14,0,0
S00095475,88,54,34,0,0
S00095476,109,92,17,0,0
S00095477,106,87,19,0,0
S00095478,121,105,16,0,0
S00095479,115,54,61,0,0
S00095480,107,75,32,0,0
S00095481,127,76,51,0,0
S00095482,137,65,72,0,0
S00095483,114,51,54,7,2
S00095484,130,83,47,0,0
S00095485,83,35,48,0,0
S00095486,115,85,30,0,0
S00095487,147,66,77,4,0
S00095488,125,93,32,0,0
S00095489,157,80,77,0,0
S00095490,118,67,45,6,0
S00095491,147,105,42,0,0
S00095492,126,92,34,0,0
S00095493,101,73,19,9,0
S00095494,153,95,56,0,2
S00095495,82,57,25,0,0
S00095496,199,83,111,0,5
S00095497,209,89,104,16,0
S00095498,63,36,27,0,0
S00095499,92,60,32,0,0
S00095500,114,99,15,0,0
S00095501,67,52,15,0,0
S00095502,98,77,21,0,0
S00095503,79,62,17,0,0
S00095504,77,39,38,0,0
S00095505,108,70,38,0,0
S00095506,125,78,47,0,0
S00095507,130,69,61,0,0
S00095508,183,98,81,4,0
S00095509,96,73,23,0,0
S00095510,111,63,42,6,0
S00095511,174,81,81,12,0
S00095512,97,68,29,0,0
S00095513,82,62,20,0,0
S00095514,124,98,26,0,0
S00095515,93,64,29,0,0
S00095516,150,90,60,0,0
S00095517,138,84,46,8,0
S00095518,141,78,63,0,0
S00095519,95,46,49,0,0
S00095520,144,81,63,0,0
S00095521,141,79,62,0,0
S00095522,64,40,24,0,0
S00095523,114,64,50,0,0
S00095524,144,98,46,0,0
S00095525,131,73,53,0,5
S00095526,197,148,43,6,0
S00095527,128,84,44,0,0
S00095528,107,72,35,0,0
S00095529,50,46,4,0,0
S00095530,141,75,66,0,0
S00095531,118,84,34,0,0
S00095532,111,49,62,0,0
S00095533,97,60,37,0,0
S00095534,96,70,20,6,0
S00095535,149,66,83,0,0
S00095536,88,62,26,0,0
S00095537,94,68,26,0,0
S00095538,105,61,44,0,0
S00095539,138,85,48,0,5
S00095540,57,38,19,0,0
S00095541,67,39,18,0,10
S00095542,110,63,44,3,0
S00095543,156,59,97,0,0
S00095544,102,51,51,0,0
S00095545,127,52,69,6,0
S00095546,156,62,94,0,0
S00095547,163,48,110,0,5
S00095548,68,12,56,0,0
S00095549,124,45,73,4,2
S00095550,149,59,75,10,5
S00095551,135,54,73,0,8
S00095552,123,62,61,0,0
S00095553,87,78,9,0,0
S00095554,118,87,31,0,0
S00095555,87,55,32,0,0
S00095556,125,65,60,0,0
S00095557,121,69,52,0,0
S00095558,80,52,24,4,0
S00095559,100,86,14,0,0
S00095560,109,75,34,0,0
S00095561,53,41,12,0,0
S00095562,81,30,51,0,0
S00095563,132,76,53,3,0
S00095564,181,118,58,0,5
S00095565,184,80,99,5,0
S00095566,179,55,112,12,0
S00095567,151,74,77,0,0
S00095568,145,82,63,0,0
S00095569,136,84,52,0,0
S00095570,117,95,22,0,0
S00095571,108,81,22,5,0
S00095572,121,87,29,5,0
S00095573,86,58,28,0,0
S00095574,94,62,27,5,0
S00095575,111,83,23,5,0
S00095576,102,59,41,0,2
S00095577,83,69,14,0,0
S00095578,62,43,19,0,0
S00095579,106,72,34,0,0
S00095580,106,49,46,11,0
S00095581,122,65,49,8,0
S00095582,68,43,23,0,2
S00095583,132,52,75,5,0
S00095584,83,44,31,8,0
S00095585,147,61,86,0,0
S00095586,193,65,114,12,2
S00095587,86,54,30,0,2
S00095588,74,52,22,0,0
S00095589,129,88,41,0,0
S00095590,87,57,24,6,0
S00095591,87,55,32,0,0
S00095592,91,77,14,0,0
S00095593,144,101,43,0,0
S00095594,84,67,17,0,0
S00095595,123,73,50,0,0
S00095596,105,79,26,0,0
S00095597,90,38,39,13,0
S00095598,85,76,9,0,0
S00095599,100,72,28,0,0
S00095600,106,50,50,6,0
S00095601,76,56,16,4,0
S00095602,133,51,80,0,2
S00095603,98,67,31,0,0
S00095604,116,81,25,10,0
S00095605,133,91,36,6,0
S00095606,69,42,27,0,0
S00095607,99,77,22,0,0
S00095608,150,126,24,0,0
S00095609,85,34,51,0,0
S00095610,155,117,34,4,0
S00095611,159,112,47,0,0
S00095612,110,73,37,0,0
S00095613,96,76,20,0,0
S00095614,107,75,32,0,0
S00095615,168,108,54,6,0
S00095616,119,89,30,0,0
S00095617,82,55,27,0,0
S00095618,94,90,4,0,0
S00095619,122,83,39,0,0
S00095620,77,48,29,0,0
S00095621,94,60,34,0,0
S00095622,87,72,15,0,0
S00095623,84,65,19,0,0
S00095624,100,59,35,6,0
S00095625,82,56,26,0,0
S00095626,94,60,34,0,0
S00095627,56,33,23,0,0
S00095628,75,59,16,0,0
S00095629,132,37,82,6,7
S00095630,108,87,21,0,0
S00095631,52,36,16,0,0
S00095632,96,62,34,0,0
S00095633,59,51,8,0,0
S00095634,62,48,14,0,0
S00095635,87,67,20,0,0
S00095636,71,44,27,0,0
S00095637,67,44,23,0,0
S00095638,169,81,84,4,0
S00095639,89,78,11,0,0
S00095640,71,53,18,0,0
S00095641,111,70,41,0,0
S00095642,91,80,11,0,0
S00095643,77,37,35,5,0
S00095644,65,52,13,0,0
S00095645,98,46,52,0,0
S00095646,66,54,12,0,0
S00095647,174,81,93,0,0
S00095648,129,110,19,0,0
S00095649,81,47,29,5,0
S00095650,65,31,34,0,0
S00095651,141,86,48,7,0
S00095652,81,50,31,0,0
S00095653,97,67,30,0,0
S00095654,129,74,55,0,0
S00095655,98,62,36,0,0
S00095656,84,68,16,0,0
S00095657,94,41,53,0,0
S00095658,51,41,8,0,2
S00095659,83,48,35,0,0
S00095660,101,79,20,0,2
S00095661,119,85,34,0,0
S00095662,110,65,45,0,0
S00095663,115,62,53,0,0
S00095664,96,74,22,0,0
S00095665,57,39,18,0,0
S00095666,68,50,18,0,0
S00095667,63,59,4,0,0
S00095668,124,101,23,0,0
S00095669,89,75,14,0,0
S00095670,118,62,44,12,0
S00095671,90,36,54,0,0
S00095672,118,77,41,0,0
S00095673,121,75,46,0,0
S00095674,104,48,42,14,0
S00095675,97,44,42,11,0
S00095676,72,61,11,0,0
S00095677,69,51,18,0,0
S00095678,167,151,16,0,0
S00095679,138,86,52,0,0
S00095680,113,78,26,9,0
S00095681,72,55,10,7,0
S00095682,76,31,42,0,3
S00095683,88,39,49,0,0
S00095684,92,63,25,0,4
S00095685,66,38,22,6,0
S00095686,111,51,56,4,0
S00095687,72,46,26,0,0
S00095688,108,51,51,6,0
S00095689,55,33,22,0,0
S00095690,96,50,46,0,0
S00095691,122,86,36,0,0
S00095692,86,35,40,11,0
S00095693,172,85,82,0,5
S00095694,111,64,47,0,0
S00095695,83,67,16,0,0
S00095696,57,41,16,0,0
S00095697,120,96,24,0,0
S00095698,153,108,33,7,5
S00095699,102,73,29,0,0
S00095700,87,63,24,0,0
S00095701,143,123,17,0,3
S00095702,96,92,4,0,0
S00095703,85,65,20,0,0
S00095704,147,113,34,0,0
S00095705,60,36,24,0,0
S00095706,132,110,22,0,0
S00095707,145,117,28,0,0
S00095708,188,117,71,0,0
S00095709,163,122,41,0,0
S00095710,70,30,34,6,0
S00095711,136,91,45,0,0
S00095712,163,95,68,0,0
S00095713,113,85,28,0,0
S00095714,100,79,21,0,0
S00095715,205,72,113,15,5
S00095716,101,79,22,0,0
S00095717,82,63,19,0,0
S00095718,101,71,30,0,0
S00095719,125,90,35,0,0
S00095720,114,94,20,0,0
S00095721,74,58,16,0,0
S00095722,85,68,17,0,0
S00095723,169,113,56,0,0
S00095724,57,37,20,0,0
S00095725,163,111,42,10,0
S00095726,202,93,109,0,0
S00095727,134,60,74,0,0
S00095728,104,65,39,0,0
S00095729,94,65,29,0,0
S00095730,125,69,56,0,0
S00095731,157,129,28,0,0
S00095732,187,122,65,0,0
S00095733,75,56,19,0,0
S00095734,133,91,36,3,3
S00095735,73,52,21,0,0
S00095736,107,71,32,4,0
S00095737,85,57,28,0,0
S00095738,76,50,22,4,0
S00095739,101,71,30,0,0
S00095740,78,58,20,0,0
S00095741,58,40,16,0,2
S00095742,102,51,51,0,0
S00095743,89,31,58,0,0
S00095744,102,53,43,6,0
S00095745,83,50,33,0,0
S00095746,65,30,35,0,0
S00095747,116,67,49,0,0
S00095748,131,53,73,5,0
S00095749,91,47,44,0,0
S00095750,115,72,43,0,0
S00095751,66,52,14,0,0
S00095752,80,55,25,0,0
S00095753,73,48,25,0,0
S00095754,61,36,25,0,0
S00095755,84,47,37,0,0
S00095756,97,58,39,0,0
S00095757,97,76,21,0,0
S00095758,117,65,52,0,0
S00095759,58,39,19,0,0
S00095760,141,102,39,0,0
S00095761,58,50,8,0,0
S00095762,81,34,47,0,0
S00095763,58,37,21,0,0
S00095764,87,57,30,0,0
S00095765,119,81,38,0,0
S00095766,109,84,25,0,0
S00095767,54,49,5,0,0
S00095768,91,56,35,0,0
S00095769,65,36,29,0,0
S00095770,96,51,37,8,0
S00095771,133,75,58,0,0
S00095772,122,52,65,5,0
S00095773,97,79,18,0,0
S00095774,96,59,35,0,2
S00095775,100,68,32,0,0
S00095776,98,79,19,0,0
S00095777,56,53,3,0,0
S00095778,92,44,48,0,0
S00095779,85,64,21,0,0
S00095780,92,68,24,0,0
S00095781,102,63,39,0,0
S00095782,151,47,98,6,0
S00095783,71,47,24,0,0
S00095784,122,63,47,12,0
S00095785,88,57,31,0,0
S00095786,145,87,58,0,0
S00095787,100,44,56,0,0
S00095788,188,87,89,12,0
S00095789,190,115,75,0,0
S00095790,143,109,28,6,0
S00095791,171,80,91,0,0
S00095792,78,60,14,0,4
S00095793,110,54,56,0,0
S00095794,99,55,28,14,2
S00095795,100,58,42,0,0
S00095796,55,42,13,0,0
S00095797,80,53,27,0,0
S00095798,92,58,34,0,0
S00095799,54,29,25,0,0
S00095800,147,87,49,11,0
S00095801,159,81,78,0,0
S00095802,171,95,76,0,0
S00095803,79,37,42,0,0
S00095804,119,66,53,0,0
S00095805,119,95,24,0,0
S00095806,87,67,15,5,0
S00095807,92,60,32,0,0
S00095808,142,84,58,0,0
S00095809,65,37,28,0,0
S00095810,78,43,35,0,0
S00095811,105,77,28,0,0
S00095812,162,86,73,3,0
S00095813,100,79,21,0,0
S00095814,69,44,25,0,0
S00095815,108,77,31,0,0
S00095816,116,88,28,0,0
S00095817,111,98,13,0,0
S00095818,92,75,17,0,0
S00095819,58,37,21,0,0
S00095820,123,113,10,0,0
S00095821,106,87,19,0,0
S00095822,64,44,20,0,0
S00095823,146,80,66,0,0
S00095824,160,66,79,5,10
S00095825,93,69,24,0,0
S00095826,60,36,19,5,0
S00095827,82,53,29,0,0
S00095828,152,102,50,0,0
S00095829,86,58,28,0,0
S00095830,59,43,16,0,0
S00095831,186,111,71,4,0
S00095832,178,130,48,0,0
S00095833,64,35,22,7,0
S00095834,102,51,45,6,0
S00095835,59,41,18,0,0
S00095836,146,81,65,0,0
S00095837,125,72,53,0,0
S00095838,111,64,32,10,5
S00095839,151,57,94,0,0
S00095840,135,71,64,0,0
S00095841,161,119,42,0,0
S00095842,136,93,43,0,0
S00095843,163,141,22,0,0
S00095844,166,127,36,3,0
S00095845,104,88,16,0,0
S00095846,145,85,52,0,8
S00095847,140,88,52,0,0
S00095848,91,44,47,0,0
S00095849,121,67,54,0,0
S00095850,67,45,20,0,2
S00095851,106,61,38,0,7
S00095852,96,40,39,8,9
S00095853,111,57,48,6,0
S00095854,70,50,20,0,0
S00095855,121,62,57,0,2
S00095856,127,53,69,5,0
S00095857,103,56,44,3,0
S00095858,111,42,63,6,0
S00095859,70,33,33,4,0
S00095860,96,41,44,11,0
S00095861,149,73,76,0,0
S00095862,197,68,102,22,5
S00095863,126,33,74,19,0
S00095864,108,30,63,15,0
S00095865,110,66,40,4,0
S00095866,92,54,38,0,0
S00095867,113,80,33,0,0
S00095868,126,39,80,7,0
S00095869,155,67,72,5,11
S00095870,141,55,74,12,0
S00095871,170,119,51,0,0
S00095872,109,64,35,10,0
S00095873,155,85,70,0,0
S00095874,143,78,65,0,0
S00095875,127,70,57,0,0
S00095876,151,81,70,0,0
S00095877,86,48,38,0,0
S00095878,220,124,96,0,0
S00095879,143,80,63,0,0
S00095880,104,41,53,10,0
S00095881,64,35,29,0,0
S00095882,157,91,60,6,0
S00095883,122,63,59,0,0
S00095884,142,70,72,0,0
S00095885,131,70,56,5,0
S00095886,140,79,57,0,4
S00095887,159,84,70,5,0
S00095888,87,48,37,0,2
S00095889,79,47,32,0,0
S00095890,95,77,18,0,0
S00095891,111,77,30,0,4
S00095892,101,81,20,0,0
S00095893,103,57,46,0,0
S00095894,127,87,35,5,0
S00095895,224,79,123,12,10
S00095896,118,80,33,5,0
S00095897,126,81,41,4,0
S00095898,99,43,56,0,0
S00095899,64,44,16,4,0
S00095900,68,45,23,0,0
S00095901,86,70,13,0,3
S00095902,96,54,37,0,5
S00095903,77,46,27,4,0
S00095904,85,54,24,7,0
S00095905,97,68,27,0,2
S00095906,124,67,52,5,0
S00095907,185,121,64,0,0
S00095908,71,49,22,0,0
S00095909,82,59,23,0,0
S00095910,56,40,16,0,0
S00095911,123,69,50,4,0
S00095912,161,94,67,0,0
S00095913,85,58,27,0,0
S00095914,89,40,41,0,8
S00095915,89,49,35,5,0
S00095916,132,82,44,6,0
S00095917,123,64,52,7,0
S00095918,130,74,45,11,0
S00095919,68,28,30,10,0
S00095920,133,58,72,3,0
S00095921,86,39,47,0,0
S00095922,84,42,42,0,0
S00095923,146,88,58,0,0
S00095924,145,72,63,8,2
S00095925,118,70,42,6,0
S00095926,121,83,33,5,0
S00095927,129,56,73,0,0
S00095928,154,104,50,0,0
S00095929,142,87,48,7,0
S00095930,131,75,56,0,0
S00095931,137,52,80,5,0
S00095932,96,56,34,6,0
S00095933,144,81,51,12,0
S00095934,89,68,16,5,0
S00095935,90,55,35,0,0
S00095936,141,56,80,5,0
S00095937,138,56,82,0,0
S00095938,151,84,67,0,0
S00095939,144,81,63,0,0
S00095940,147,57,84,6,0
S00095941,149,59,81,5,4
S00095942,114,54,55,5,0
S00095943,127,81,40,6,0
S00095944,65,21,44,0,0
S00095945,129,65,64,0,0
S00095946,132,50,69,13,0
S00095947,187,54,120,13,0
S00095948,52,22,25,5,0
S00095949,119,66,43,10,0
S00095950,156,53,103,0,0
S00095951,136,72,54,5,5
S00095952,113,52,57,4,0
S00095953,85,38,47,0,0
S00095954,52,25,27,0,0
S00095955,134,54,76,0,4
S00095956,138,104,29,5,0
S00095957,122,76,46,0,0
S00095958,147,80,62,5,0
S00095959,131,97,34,0,0
S00095960,87,57,30,0,0
S00095961,121,52,61,8,0
S00095962,82,46,33,3,0
S00095963,107,57,50,0,0
S00095964,122,56,63,3,0
S00095965,142,70,54,18,0
S00095966,84,53,31,0,0
S00095967,111,48,49,4,10
S00095968,185,64,91,25,5
S00095969,128,68,43,4,13
S00095970,136,61,57,18,0
S00095971,86,41,37,5,3
S00095972,117,23,83,11,0
S00095973,101,34,65,0,2
S00095974,112,57,49,6,0
S00095975,136,77,59,0,0
S00095976,143,65,70,8,0
S00095977,70,41,29,0,0
S00095978,113,33,80,0,0
S00095979,192,47,141,4,0
S00095980,174,48,110,16,0
S00095981,161,92,54,15,0
S00095982,78,55,23,0,0
S00095983,123,44,72,7,0
S00095984,166,110,49,0,7
S00095985,126,78,43,5,0
S00095986,116,52,64,0,0
S00095987,112,48,64,0,0
S00095988,108,54,54,0,0
S00095989,114,72,32,10,0
S00095990,99,42,55,0,2
S00095991,92,62,30,0,0
S00095992,109,38,68,3,0
S00095993,175,51,111,5,8
S00095994,91,41,45,5,0
S00095995,182,66,100,16,0
S00095996,129,56,62,11,0
S00095997,162,110,47,5,0
S00095998,105,73,32,0,0
S00095999,115,48,67,0,0
S00096000,115,46,58,11,0
S00096001,213,59,131,23,0
S00096002,118,72,46,0,0
S00096003,131,64,63,0,4
S00096004,129,64,55,3,7
S00096005,118,66,52,0,0
S00096006,142,65,77,0,0
S00096007,101,50,51,0,0
S00096008,101,51,50,0,0
S00096009,161,89,72,0,0
S00096010,182,65,92,25,0
S00096011,128,39,84,5,0
S00096012,92,41,41,10,0
S00096013,86,41,45,0,0
S00096014,106,59,47,0,0
S00096015,106,45,51,10,0
S00096016,165,97,63,5,0
S00096017,93,56,37,0,0
S00096018,121,70,51,0,0
S00096019,126,71,48,7,0
S00096020,82,60,22,0,0
S00096021,132,55,69,8,0
S00096022,107,48,48,9,2
S00096023,92,41,40,11,0
S00096024,55,40,15,0,0
S00096025,93,69,24,0,0
S00096026,114,53,61,0,0
S00096027,71,43,28,0,0
S00096028,107,51,45,11,0
S00096029,77,49,28,0,0
S00096030,149,67,74,8,0
S00096031,173,84,86,3,0
S00096032,109,66,43,0,0
S00096033,106,64,42,0,0
S00096034,89,64,25,0,0
S00096035,71,42,29,0,0
S00096036,141,85,56,0,0
S00096037,127,84,39,4,0
S00096038,161,87,74,0,0
S00096039,107,54,53,0,0
S00096040,100,55,42,3,0
S00096041,117,53,64,0,0
S00096042,103,47,50,6,0
S00096043,154,65,89,0,0
S00096044,107,65,42,0,0
S00096045,116,58,50,8,0
S00096046,106,37,65,4,0
S00096047,88,54,28,6,0
S00096048,102,67,35,0,0
S00096049,118,96,22,0,0
S00096050,106,46,60,0,0
S00096051,89,44,45,0,0
S00096052,117,63,54,0,0
S00096053,121,77,44,0,0
S00096054,162,102,60,0,0
S00096055,93,66,24,3,0
S00096056,118,77,41,0,0
S00096057,104,77,27,0,0
S00096058,161,77,79,5,0
S00096059,121,69,52,0,0
S00096060,107,64,37,6,0
S00096061,149,116,33,0,0
S00096062,145,70,64,6,5
S00096063,75,43,22,5,5
S00096064,126,61,61,4,0
S00096065,139,80,59,0,0
S00096066,89,47,39,3,0
S00096067,87,38,34,15,0
S00096068,109,62,37,10,0
S00096069,110,54,56,0,0
S00096070,92,54,38,0,0
S00096071,93,54,35,0,4
S00096072,151,80,56,10,5
S00096073,117,61,48,8,0
S00096074,78,59,19,0,0
S00096075,74,38,26,0,10
S00096076,82,42,34,6,0
S00096077,155,109,46,0,0
S00096078,154,86,62,6,0
S00096079,106,54,52,0,0
S00096080,84,53,31,0,0
S00096081,109,49,31,24,5
S00096082,98,64,34,0,0
S00096083,139,94,41,4,0
S00096084,112,34,72,6,0
S00096085,117,56,57,0,4
S00096086,62,45,17,0,0
S00096087,100,44,49,0,7
S00096088,77,62,15,0,0
S00096089,165,103,62,0,0
S00096090,104,59,45,0,0
S00096091,151,97,54,0,0
S00096092,98,55,37,6,0
S00096093,83,38,42,3,0
S00096094,118,70,48,0,0
S00096095,89,45,39,5,0
S00096096,99,59,40,0,0
S00096097,106,71,35,0,0
S00096098,129,92,31,6,0
S00096099,106,64,42,0,0
S00096100,103,71,26,6,0
S00096101,147,87,55,5,0
S00096102,55,46,9,0,0
S00096103,131,74,52,5,0
S00096104,111,78,33,0,0
S00096105,162,143,19,0,0
S00096106,100,74,26,0,0
S00096107,91,80,11,0,0
S00096108,68,60,8,0,0
S00096109,115,81,34,0,0
S00096110,117,66,37,14,0
S00096111,122,85,30,7,0
S00096112,194,158,36,0,0
S00096113,97,76,21,0,0
S00096114,145,98,47,0,0
S00096115,168,105,63,0,0
S00096116,69,34,35,0,0
S00096117,120,71,45,4,0
S00096118,185,119,66,0,0
S00096119,104,48,48,8,0
S00096120,113,87,26,0,0
S00096121,103,51,52,0,0
S00096122,146,57,83,6,0
S00096123,87,59,22,6,0
S00096124,100,50,40,5,5
S00096125,131,72,59,0,0
S00096126,79,61,13,5,0
S00096127,110,64,44,0,2
S00096128,114,82,29,3,0
S00096129,136,82,54,0,0
S00096130,78,48,30,0,0
S00096131,89,43,46,0,0
S00096132,130,78,48,0,4
S00096133,59,45,14,0,0
S00096134,102,65,37,0,0
S00096135,62,47,15,0,0
S00096136,66,27,31,0,8
S00096137,61,26,30,5,0
S00096138,90,66,24,0,0
S00096139,126,91,35,0,0
S00096140,80,65,15,0,0
S00096141,99,87,12,0,0
S00096142,169,113,56,0,0
S00096143,97,79,18,0,0
S00096144,207,119,88,0,0
S00096145,157,105,52,0,0
S00096146,106,50,50,0,6
S00096147,53,34,19,0,0
S00096148,56,50,6,0,0
S00096149,62,49,13,0,0
S00096150,92,68,24,0,0
S00096151,114,78,36,0,0
S00096152,65,52,13,0,0
S00096153,101,77,17,7,0
S00096154,83,47,33,3,0
S00096155,166,35,111,6,14
S00096156,95,59,36,0,0
S00096157,113,79,31,3,0
S00096158,137,67,70,0,0
S00096159,190,156,34,0,0
S00096160,193,90,103,0,0
S00096161,122,75,47,0,0
S00096162,174,100,74,0,0
S00096163,84,74,10,0,0
S00096164,87,81,6,0,0
S00096165,190,86,104,0,0
S00096166,123,76,47,0,0
S00096167,196,113,71,0,12
S00096168,124,74,50,0,0
S00096169,205,66,137,0,2
S00096170,140,85,55,0,0
S00096171,115,51,62,0,2
S00096172,150,48,99,3,0
S00096173,128,68,60,0,0
S00096174,76,19,57,0,0
S00096175,82,34,48,0,0
S00096176,179,112,56,11,0
S00096177,153,97,47,9,0
S00096178,71,50,16,5,0
S00096179,87,67,20,0,0
S00096180,136,96,35,5,0
S00096181,63,45,18,0,0
S00096182,93,73,16,4,0
S00096183,99,55,36,6,2
S00096184,108,53,50,5,0
S00096185,80,49,17,5,9
S00096186,85,37,48,0,0
S00096187,55,41,14,0,0
S00096188,86,35,44,7,0
S00096189,161,75,74,12,0
S00096190,136,46,74,8,8
S00096191,52,33,19,0,0
S00096192,93,76,11,6,0
S00096193,124,84,35,5,0
S00096194,200,111,83,6,0
S00096195,139,68,55,12,4
S00096196,157,68,78,11,0
S00096197,120,50,70,0,0
S00096198,156,118,34,4,0
S00096199,131,91,37,3,0
S00096200,70,42,28,0,0
S00096201,117,94,23,0,0
S00096202,84,50,30,0,4
S00096203,142,84,58,0,0
S00096204,186,74,106,6,0
S00096205,96,57,34,5,0
S00096206,61,28,33,0,0
S00096207,139,81,53,5,0
S00096208,141,80,61,0,0
S00096209,161,117,44,0,0
S00096210,147,82,62,3,0
S00096211,114,70,44,0,0
S00096212,131,68,63,0,0
S00096213,132,67,58,5,2
S00096214,91,66,25,0,0
S00096215,160,88,68,4,0
S00096216,180,110,66,4,0
S00096217,88,51,37,0,0
S00096218,163,86,63,14,0
S00096219,128,88,40,0,0
S00096220,50,41,7,0,2
S00096221,95,54,41,0,0
S00096222,152,61,87,4,0
S00096223,95,39,38,18,0
S00096224,140,62,78,0,0
