output_area,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S00089551,60,4,12,0,36,1,7,0,0
S00089552,35,1,8,0,1,1,21,2,1
S00089553,36,6,18,1,2,0,9,0,0
S00089554,41,3,8,0,21,1,8,0,0
S00089555,71,26,23,0,11,0,8,3,0
S00089556,46,15,26,0,1,2,2,0,0
S00089557,95,3,10,0,2,58,16,4,2
S00089558,58,14,19,0,3,13,6,3,0
S00089559,70,13,24,2,18,0,10,2,1
S00089560,53,9,19,0,0,12,9,2,2
S00089561,41,9,12,0,7,0,12,0,1
S00089562,62,12,23,0,17,0,7,2,1
S00089563,40,12,9,0,11,0,7,1,0
S00089564,45,13,11,0,9,0,9,3,0
S00089565,71,15,26,0,15,1,13,1,0
S00089566,68,16,25,0,10,0,12,3,2
S00089567,62,0,6,1,52,0,2,0,1
S00089568,64,4,11,0,40,1,8,0,0
S00089569,74,5,6,0,59,0,4,0,0
S00089570,54,2,3,0,44,0,5,0,0
S00089571,61,16,25,0,2,0,16,2,0
S00089572,41,21,15,0,0,0,5,0,0
S00089573,48,8,15,0,15,0,8,2,0
S00089574,46,2,14,1,7,0,18,4,0
S00089575,35,16,14,0,0,0,4,1,0
S00089576,53,13,29,0,1,0,9,1,0
S00089577,37,0,2,0,31,3,1,0,0
S00089578,41,1,1,0,36,0,3,0,0
S00089579,38,0,1,0,30,1,5,1,0
S00089580,44,0,0,0,43,0,1,0,0
S00089581,35,0,2,0,30,1,2,0,0
S00089582,53,1,2,0,47,0,1,2,0
S00089583,77,8,7,0,48,8,5,0,1
S00089584,38,0,3,0,33,0,2,0,0
S00089585,59,16,15,0,2,18,5,3,0
S00089586,43,3,1,0,33,1,5,0,0
S00089587,43,10,7,0,5,14,6,1,0
S00089588,45,29,11,0,2,0,3,0,0
S00089589,40,24,15,0,1,0,0,0,0
S00089590,53,19,22,0,4,0,4,1,3
S00089591,45,9,4,0,26,0,6,0,0
S00089592,47,1,2,0,41,0,3,0,0
S00089593,53,12,12,0,28,0,0,1,0
S00089594,30,0,1,1,27,0,1,0,0
S00089595,48,9,14,0,17,0,8,0,0
S00089596,47,17,23,1,2,0,3,0,1
S00089597,45,1,3,0,39,2,0,0,0
S00089598,35,0,1,0,30,1,3,0,0
S00089599,64,1,4,0,54,1,3,1,0
S00089600,28,0,1,0,25,0,2,0,0
S00089601,37,4,8,0,19,0,4,2,0
S00089602,74,6,4,0,61,0,3,0,0
S00089603,49,10,5,0,28,0,6,0,0
S00089604,43,3,7,0,31,0,1,1,0
S00089605,76,8,14,1,47,0,5,1,0
S00089606,68,7,8,0,39,7,6,1,0
S00089607,49,2,3,0,25,0,3,16,0
S00089608,39,3,3,0,32,0,0,0,1
S00089609,45,0,1,0,39,0,2,3,0
S00089610,69,5,6,0,26,29,3,0,0
S00089611,58,6,8,0,42,1,1,0,0
S00089612,42,1,1,1,39,0,0,0,0
S00089613,30,10,8,0,7,0,5,0,0
S00089614,72,5,7,1,57,1,0,1,0
S00089615,55,2,14,0,39,0,0,0,0
S00089616,69,2,2,2,59,1,2,1,0
S00089617,69,0,1,0,66,0,2,0,0
S00089618,58,0,0,1,52,3,1,1,0
S00089619,63,3,1,0,57,1,1,0,0
S00089620,69,4,1,5,59,0,0,0,0
S00089621,43,2,0,0,41,0,0,0,0
S00089622,45,13,11,0,16,1,3,0,1
S00089623,48,11,13,0,20,1,3,0,0
S00089624,36,12,9,0,2,0,8,4,1
S00089625,43,13,13,1,3,0,11,1,1
S00089626,61,9,17,3,1,0,22,9,0
S00089627,46,8,11,0,4,0,21,1,1
S00089628,71,6,20,0,10,0,30,4,1
S00089629,65,0,8,0,46,1,7,3,0
S00089630,30,1,5,0,18,0,6,0,0
S00089631,52,0,3,0,34,3,11,0,1
S00089632,48,4,1,0,36,0,7,0,0
S00089633,79,3,10,1,38,4,21,1,1
S00089634,46,24,9,0,2,0,9,2,0
S00089635,34,2,6,0,2,2,16,4,2
S00089636,50,24,16,0,1,0,5,2,2
S00089637,40,6,8,0,5,0,17,2,2
S00089638,47,11,14,0,3,0,15,3,1
S00089639,61,7,15,0,8,0,24,5,2
S00089640,66,15,20,0,2,0,20,4,5
S00089641,38,2,5,0,8,1,18,3,1
S00089642,36,3,6,0,7,0,20,0,0
S00089643,67,7,9,2,19,1,24,2,3
S00089644,73,1,10,1,49,0,11,0,1
S00089645,66,4,6,0,42,1,11,1,1
S00089646,81,16,13,1,29,0,17,3,2
S00089647,66,8,10,0,0,0,43,3,2
S00089648,31,6,7,1,0,0,13,4,0
S00089649,50,10,7,0,22,0,9,2,0
S00089650,60,11,9,1,7,0,21,8,3
S00089651,64,9,9,0,2,0,16,27,1
S00089652,54,13,12,0,0,0,25,2,2
S00089653,59,3,7,1,3,4,30,7,4
S00089654,41,10,4,1,0,0,22,3,1
S00089655,29,5,4,0,0,0,19,1,0
S00089656,53,1,4,0,0,2,26,17,3
S00089657,31,10,13,0,0,0,6,1,1
S00089658,74,11,20,0,4,0,33,4,2
S00089659,48,6,15,2,1,0,23,0,1
S00089660,60,8,14,0,1,8,25,4,0
S00089661,91,3,14,0,26,10,33,2,3
S00089662,50,9,10,0,12,0,17,0,2
S00089663,70,4,15,0,18,0,30,3,0
S00089664,41,7,3,1,23,1,4,2,0
S00089665,64,8,22,0,0,0,25,5,4
S00089666,50,5,19,0,1,0,21,3,1
S00089667,44,5,8,0,2,17,11,1,0
S00089668,61,7,9,0,28,1,14,1,1
S00089669,66,2,14,1,3,1,42,0,3
S00089670,38,2,3,0,0,5,27,1,0
S00089671,46,5,17,0,5,0,16,3,0
S00089672,86,1,1,0,1,81,2,0,0
S00089673,78,2,2,1,65,3,5,0,0
S00089674,80,3,17,0,2,23,27,8,0
S00089675,78,12,22,0,0,1,35,5,3
S00089676,49,4,13,0,10,2,13,5,2
S00089677,72,3,27,1,0,0,34,4,3
S00089678,36,3,11,1,1,0,18,2,0
S00089679,82,6,22,0,9,5,38,2,0
S00089680,83,12,22,0,8,14,25,1,1
S00089681,57,12,21,0,1,1,20,2,0
S00089682,33,4,7,1,0,0,21,0,0
S00089683,46,10,11,0,3,0,16,4,2
S00089684,50,8,23,0,2,1,14,2,0
S00089685,65,7,19,0,8,6,23,1,1
S00089686,25,8,9,0,1,0,5,2,0
S00089687,46,7,10,1,3,2,20,3,0
S00089688,51,13,14,1,4,1,17,1,0
S00089689,42,11,13,0,13,0,5,0,0
S00089690,69,38,19,0,1,0,6,4,1
S00089691,68,19,20,0,20,1,7,0,1
S00089692,25,12,7,0,0,0,4,2,0
S00089693,28,10,10,1,1,0,4,1,1
S00089694,57,7,28,0,1,0,18,1,2
S00089695,58,21,24,0,1,0,10,1,1
S00089696,62,13,34,1,2,0,8,2,2
S00089697,36,7,19,1,2,0,7,0,0
S00089698,47,20,19,0,0,0,8,0,0
S00089699,32,7,9,0,1,0,8,6,1
S00089700,51,16,23,0,0,0,10,1,1
S00089701,44,8,23,0,0,1,9,3,0
S00089702,30,2,10,0,0,4,14,0,0
S00089703,56,27,25,0,0,0,4,0,0
S00089704,49,24,19,0,0,0,6,0,0
S00089705,42,18,20,0,1,0,2,0,1
S00089706,54,21,26,0,1,1,4,1,0
S00089707,48,4,1,0,4,37,1,1,0
S00089708,39,9,13,0,13,0,3,1,0
S00089709,40,26,13,0,0,0,0,1,0
S00089710,72,26,19,0,20,1,4,1,1
S00089711,71,24,16,0,19,1,5,5,1
S00089712,50,34,13,0,0,0,2,0,1
S00089713,48,31,15,0,0,0,1,1,0
S00089714,60,29,21,1,0,1,6,0,2
S00089715,39,13,21,0,0,0,5,0,0
S00089716,56,5,5,1,1,36,6,1,1
S00089717,64,39,17,0,1,0,4,1,2
S00089718,63,23,35,0,0,0,5,0,0
S00089719,76,32,30,0,0,0,13,1,0
S00089720,64,23,28,0,4,0,8,1,0
S00089721,63,21,17,0,0,0,10,14,1
S00089722,55,22,19,0,1,0,13,0,0
S00089723,23,9,4,0,0,0,10,0,0
S00089724,42,18,16,0,0,0,6,2,0
S00089725,41,11,18,0,0,0,9,2,1
S00089726,53,22,22,0,0,0,7,1,1
S00089727,50,14,18,0,1,0,10,3,4
S00089728,46,16,20,0,0,1,3,5,1
S00089729,76,32,28,0,0,0,16,0,0
S00089730,58,9,21,0,0,0,24,2,2
S00089731,49,24,17,0,0,0,7,0,1
S00089732,84,51,20,0,1,0,7,2,3
S00089733,56,8,19,0,2,12,13,1,1
S00089734,52,17,13,0,1,16,5,0,0
S00089735,41,2,20,0,0,0,17,1,1
S00089736,54,11,17,0,0,0,22,0,4
S00089737,50,15,15,0,0,1,14,3,2
S00089738,41,16,10,0,0,2,9,0,4
S00089739,39,24,12,0,2,0,1,0,0
S00089740,70,27,23,0,1,0,16,2,1
S00089741,45,26,14,0,1,0,4,0,0
S00089742,53,22,22,0,1,0,7,1,0
S00089743,57,24,25,0,0,0,6,0,2
S00089744,38,26,10,0,0,0,1,1,0
S00089745,55,21,21,0,1,0,11,0,1
S00089746,53,19,22,0,1,0,7,0,4
S00089747,44,16,20,1,2,0,5,0,0
S00089748,46,9,30,0,1,0,5,0,1
S00089749,26,9,10,1,1,0,4,0,1
S00089750,63,11,16,0,0,1,33,1,1
S00089751,44,19,14,0,0,0,11,0,0
S00089752,41,17,18,0,0,0,6,0,0
S00089753,53,22,23,0,1,0,6,0,1
S00089754,49,8,27,0,2,0,10,1,1
S00089755,28,9,12,0,0,0,7,0,0
S00089756,37,7,18,0,1,0,9,1,1
S00089757,64,12,21,0,2,0,24,3,2
S00089758,55,27,14,0,0,0,11,0,3
S00089759,68,34,22,0,1,0,9,1,1
S00089760,53,10,14,0,2,0,24,2,1
S00089761,22,7,10,0,0,0,4,0,1
S00089762,70,18,17,1,2,0,31,1,0
S00089763,59,23,20,0,0,1,14,0,1
S00089764,58,25,24,0,2,0,7,0,0
S00089765,52,16,28,0,0,1,6,0,1
S00089766,63,12,24,0,7,0,18,2,0
S00089767,39,5,17,0,2,1,14,0,0
S00089768,39,6,15,0,1,0,13,4,0
S00089769,36,4,10,0,0,0,21,0,1
S00089770,52,8,20,0,0,0,23,1,0
S00089771,64,11,19,1,5,0,26,1,1
S00089772,62,9,19,0,2,0,29,2,1
S00089773,71,8,26,0,9,1,27,0,0
S00089774,53,7,10,0,3,0,30,2,1
S00089775,54,9,20,0,0,0,23,1,1
S00089776,66,9,20,1,2,1,27,4,2
S00089777,59,5,22,1,2,1,27,1,0
S00089778,75,6,18,2,30,0,18,1,0
S00089779,66,7,13,0,27,0,18,1,0
S00089780,55,5,8,1,3,10,27,0,1
S00089781,69,8,33,0,4,1,20,1,2
S00089782,56,4,29,1,3,0,15,3,1
S00089783,57,47,0,6,1,0,2,0,1
S00089784,37,5,13,1,3,0,15,0,0
S00089785,64,1,5,0,47,2,9,0,0
S00089786,38,2,4,0,30,0,2,0,0
S00089787,55,6,19,1,3,0,23,3,0
S00089788,37,6,15,0,0,0,14,2,0
S00089789,71,11,24,0,4,3,25,4,0
S00089790,95,14,28,9,27,0,15,2,0
S00089791,42,5,14,0,16,0,6,0,1
S00089792,44,10,12,1,2,4,11,3,1
S00089793,43,5,19,0,1,0,17,1,0
S00089794,36,6,12,0,5,1,10,1,1
S00089795,72,17,12,0,11,2,21,5,4
S00089796,72,5,24,0,0,1,39,3,0
S00089797,63,11,29,0,1,0,19,3,0
S00089798,63,11,25,0,1,0,24,2,0
S00089799,70,27,28,0,0,1,9,2,3
S00089800,65,18,17,0,1,0,23,3,3
S00089801,62,1,0,0,60,0,1,0,0
S00089802,72,18,14,1,22,9,4,1,3
S00089803,40,12,16,0,11,0,1,0,0
S00089804,58,23,20,1,13,0,1,0,0
S00089805,40,15,12,0,9,0,0,2,2
S00089806,50,10,16,0,23,0,0,0,1
S00089807,42,14,11,0,17,0,0,0,0
S00089808,38,10,18,0,7,1,1,0,1
S00089809,53,1,0,0,44,2,6,0,0
S00089810,28,9,10,0,4,0,2,3,0
S00089811,41,11,6,0,18,0,4,2,0
S00089812,42,16,16,0,2,5,1,1,1
S00089813,57,20,21,1,12,1,0,2,0
S00089814,45,4,3,0,35,0,3,0,0
S00089815,40,14,16,0,0,8,1,0,1
S00089816,52,6,14,0,25,1,6,0,0
S00089817,59,12,14,0,28,4,1,0,0
S00089818,38,10,11,0,10,3,3,0,1
S00089819,73,15,29,0,18,1,7,3,0
S00089820,50,10,17,0,22,1,0,0,0
S00089821,51,10,21,0,18,2,0,0,0
S00089822,44,9,19,0,12,0,2,0,2
S00089823,43,14,9,0,7,10,1,2,0
S00089824,72,18,17,0,35,0,2,0,0
S00089825,68,28,22,0,18,0,0,0,0
S00089826,50,8,25,0,15,1,0,1,0
S00089827,46,12,18,1,14,1,0,0,0
S00089828,54,1,2,0,50,0,1,0,0
S00089829,42,17,12,0,9,0,2,2,0
S00089830,51,12,23,0,15,0,1,0,0
S00089831,46,19,17,0,8,1,0,0,1
S00089832,40,13,15,0,11,0,0,1,0
S00089833,65,14,27,0,24,0,0,0,0
S00089834,40,13,16,0,8,2,0,1,0
S00089835,43,11,14,0,17,1,0,0,0
S00089836,72,18,29,1,22,0,2,0,0
S00089837,68,7,11,0,43,3,4,0,0
S00089838,68,8,13,0,45,0,0,0,2
S00089839,35,8,11,1,2,9,3,1,0
S00089840,35,5,11,0,18,0,1,0,0
S00089841,48,17,17,0,12,0,2,0,0
S00089842,40,8,14,0,16,1,1,0,0
S00089843,50,12,13,0,20,1,3,0,1
S00089844,51,4,14,2,28,1,1,1,0
S00089845,55,18,21,0,5,9,2,0,0
S00089846,36,7,14,0,14,0,1,0,0
S00089847,34,6,15,0,0,11,2,0,0
S00089848,46,11,24,0,2,6,2,1,0
S00089849,59,18,27,0,6,7,0,0,1
S00089850,65,1,6,0,56,0,1,1,0
S00089851,40,11,9,0,6,10,1,1,2
S00089852,70,0,0,1,68,1,0,0,0
S00089853,70,0,0,0,69,1,0,0,0
S00089854,68,1,0,0,67,0,0,0,0
S00089855,72,7,3,1,59,1,1,0,0
S00089856,75,24,21,0,25,1,1,1,2
S00089857,57,14,13,1,23,0,2,3,1
S00089858,37,13,16,0,5,0,1,0,2
S00089859,48,4,12,0,25,1,6,0,0
S00089860,48,1,14,0,19,0,14,0,0
S00089861,51,4,7,0,32,0,7,0,1
S00089862,68,11,13,0,36,0,7,1,0
S00089863,64,26,27,0,2,1,6,0,2
S00089864,76,27,29,0,12,1,4,2,1
S00089865,57,15,18,0,14,1,8,0,1
S00089866,49,5,2,0,37,0,4,0,1
S00089867,52,5,19,0,25,0,1,1,1
S00089868,40,7,2,0,27,3,1,0,0
S00089869,67,9,13,1,28,1,14,1,0
S00089870,48,6,26,0,12,0,2,0,2
S00089871,63,9,11,0,36,0,5,2,0
S00089872,59,12,23,0,17,0,4,2,1
S00089873,67,22,32,0,7,0,6,0,0
S00089874,69,6,21,0,25,0,16,1,0
S00089875,68,28,17,1,16,1,4,0,1
S00089876,51,23,19,0,8,0,0,1,0
S00089877,45,19,17,0,8,0,0,0,1
S00089878,51,9,7,0,31,1,2,0,1
S00089879,62,17,22,0,12,0,8,2,1
S00089880,66,45,17,0,0,0,3,0,1
S00089881,74,18,22,1,12,0,18,2,1
S00089882,51,38,9,0,0,0,1,1,2
S00089883,46,34,10,0,0,0,0,2,0
S00089884,36,13,15,0,2,0,3,2,1
S00089885,76,13,18,0,37,1,7,0,0
S00089886,57,14,5,0,34,0,4,0,0
S00089887,49,10,12,0,13,2,6,1,5
S00089888,38,8,7,0,15,0,8,0,0
S00089889,49,3,5,0,36,1,2,2,0
S00089890,65,8,26,0,1,3,20,5,2
S00089891,69,13,21,0,2,28,5,0,0
S00089892,67,11,21,2,0,3,27,2,1
S00089893,73,12,15,1,31,1,10,2,1
S00089894,86,7,27,7,1,15,22,6,1
S00089895,40,7,11,6,2,0,11,3,0
S00089896,45,11,11,0,16,2,5,0,0
S00089897,66,15,8,0,33,1,6,1,2
S00089898,65,15,14,0,26,2,4,3,1
S00089899,51,34,14,0,0,0,2,0,1
S00089900,49,24,21,0,0,0,2,0,2
S00089901,40,22,16,0,0,0,2,0,0
S00089902,74,40,26,0,1,0,7,0,0
S00089903,67,37,24,0,2,0,2,1,1
S00089904,42,11,18,0,9,0,3,0,1
S00089905,52,28,16,0,4,1,0,0,3
S00089906,42,12,17,0,9,2,1,0,1
S00089907,49,36,10,0,0,0,2,1,0
S00089908,43,28,14,0,0,0,0,0,1
S00089909,28,10,8,0,7,1,1,0,1
S00089910,50,8,23,0,17,0,0,1,1
S00089911,64,16,27,0,20,1,0,0,0
S00089912,56,7,13,1,31,2,2,0,0
S00089913,47,25,17,0,0,0,2,2,1
S00089914,40,4,10,0,15,3,5,3,0
S00089915,40,28,9,0,0,0,2,0,1
S00089916,59,5,14,0,38,1,1,0,0
S00089917,43,11,17,0,14,0,1,0,0
S00089918,45,3,31,1,2,0,6,1,1
S00089919,42,25,15,0,1,1,0,0,0
S00089920,52,7,8,0,36,0,1,0,0
S00089921,40,6,8,0,23,1,1,0,1
S00089922,41,9,14,0,17,0,0,0,1
S00089923,41,12,12,0,16,0,1,0,0
S00089924,42,5,13,0,23,0,1,0,0
S00089925,47,9,14,0,22,0,1,0,1
S00089926,49,10,21,0,5,12,1,0,0
S00089927,43,11,16,0,1,10,1,2,2
S00089928,50,10,21,0,11,4,3,0,1
S00089929,54,13,20,0,3,16,2,0,0
S00089930,41,3,7,0,23,6,1,0,1
S00089931,44,6,14,0,9,13,2,0,0
S00089932,50,17,18,0,5,9,0,0,1
S00089933,39,8,9,0,18,2,1,1,0
S00089934,39,4,2,0,33,0,0,0,0
S00089935,58,7,14,0,36,0,0,0,1
S00089936,41,4,8,0,25,0,2,1,1
S00089937,36,7,12,0,12,0,3,1,1
S00089938,58,4,6,0,39,1,7,1,0
S00089939,66,16,18,0,23,2,5,2,0
S00089940,55,2,7,0,44,1,1,0,0
S00089941,49,10,16,0,15,1,5,2,0
S00089942,39,0,5,0,29,0,4,0,1
S00089943,44,10,8,0,23,0,3,0,0
S00089944,47,4,0,0,41,1,0,0,1
S00089945,58,15,21,1,13,2,4,1,1
S00089946,62,9,20,0,1,22,10,0,0
S00089947,40,9,17,0,11,0,2,1,0
S00089948,71,11,37,0,2,2,16,3,0
S00089949,57,14,15,0,27,0,1,0,0
S00089950,53,12,12,0,27,0,1,0,1
S00089951,48,4,16,0,1,25,2,0,0
S00089952,57,8,22,0,2,23,2,0,0
S00089953,40,10,7,0,21,0,2,0,0
S00089954,67,16,17,0,1,31,0,1,1
S00089955,74,17,37,0,19,1,0,0,0
S00089956,48,1,1,0,46,0,0,0,0
S00089957,45,14,18,0,10,0,2,0,1
S00089958,43,10,22,0,6,1,2,1,1
S00089959,56,14,17,0,4,21,0,0,0
S00089960,38,8,20,0,9,0,1,0,0
S00089961,44,17,8,1,2,15,0,0,1
S00089962,55,3,10,0,37,0,4,0,1
S00089963,53,2,10,0,39,0,1,1,0
S00089964,72,3,2,0,64,2,1,0,0
S00089965,70,20,28,0,18,0,4,0,0
S00089966,68,14,15,0,31,1,4,1,2
S00089967,54,13,18,0,21,0,2,0,0
S00089968,41,6,8,0,21,1,4,0,1
S00089969,47,12,16,0,13,1,2,1,2
S00089970,42,16,17,0,6,1,1,1,0
S00089971,73,17,23,0,30,0,2,0,1
S00089972,43,11,20,0,12,0,0,0,0
S00089973,44,7,18,0,16,0,3,0,0
S00089974,41,7,22,0,8,2,1,0,1
S00089975,54,8,32,0,12,0,1,0,1
S00089976,46,19,14,0,12,1,0,0,0
S00089977,42,11,21,0,8,0,2,0,0
S00089978,67,28,21,0,16,0,0,1,1
S00089979,44,11,17,0,15,0,0,0,1
S00089980,49,11,14,1,21,0,1,0,1
S00089981,50,1,0,0,49,0,0,0,0
S00089982,45,1,3,0,39,1,1,0,0
S00089983,37,2,6,0,28,0,0,1,0
S00089984,47,8,17,1,7,14,0,0,0
S00089985,50,7,20,0,19,0,2,1,1
S00089986,50,7,11,0,29,0,3,0,0
S00089987,43,19,17,0,6,0,1,0,0
S00089988,49,14,11,0,21,0,2,0,1
S00089989,48,19,14,0,10,2,2,1,0
S00089990,42,8,5,0,27,0,0,0,2
S00089991,42,8,23,0,9,0,0,1,1
S00089992,59,19,28,0,9,0,3,0,0
S00089993,39,27,7,0,1,0,2,0,2
S00089994,44,17,13,0,1,0,13,0,0
S00089995,40,23,10,0,0,0,5,1,1
S00089996,24,15,6,0,1,0,2,0,0
S00089997,57,29,26,0,0,0,2,0,0
S00089998,75,35,16,0,1,0,19,3,1
S00089999,47,26,16,0,1,0,3,1,0
S00090000,44,29,13,0,0,0,2,0,0
S00090001,39,24,9,0,1,0,4,0,1
S00090002,60,12,25,0,17,1,4,0,1
S00090003,48,9,17,0,20,0,2,0,0
S00090004,34,6,12,0,14,0,1,1,0
S00090005,25,9,9,0,1,3,1,1,1
S00090006,44,8,2,3,29,1,0,0,1
S00090007,71,14,25,0,26,2,4,0,0
S00090008,53,6,5,0,40,1,0,0,1
S00090009,44,12,14,0,6,8,2,0,2
S00090010,38,10,12,0,16,0,0,0,0
S00090011,49,12,19,0,10,8,0,0,0
S00090012,54,11,23,0,17,2,0,0,1
S00090013,40,8,12,0,19,0,1,0,0
S00090014,55,12,26,0,15,1,0,1,0
S00090015,41,6,16,0,16,1,1,1,0
S00090016,50,7,21,0,22,0,0,0,0
S00090017,48,10,19,0,14,0,3,1,1
S00090018,50,7,18,0,19,2,4,0,0
S00090019,21,3,8,0,7,0,2,1,0
S00090020,26,2,7,0,16,0,1,0,0
S00090021,53,10,23,0,17,0,3,0,0
S00090022,46,10,24,0,11,0,1,0,0
S00090023,41,1,0,0,40,0,0,0,0
S00090024,54,10,12,0,29,1,1,0,1
S00090025,49,13,20,0,11,1,4,0,0
S00090026,29,7,9,0,13,0,0,0,0
S00090027,51,3,12,0,33,0,2,1,0
S00090028,52,5,11,0,7,26,3,0,0
S00090029,36,2,4,0,23,6,1,0,0
S00090030,40,5,12,0,20,2,1,0,0
S00090031,52,2,11,0,37,0,1,0,1
S00090032,43,8,13,0,19,1,2,0,0
S00090033,47,6,14,0,25,0,1,1,0
S00090034,48,5,12,0,25,4,0,1,1
S00090035,41,11,12,0,13,0,3,0,2
S00090036,48,4,3,0,37,1,3,0,0
S00090037,50,11,16,0,21,0,1,1,0
S00090038,42,10,10,0,22,0,0,0,0
S00090039,51,9,17,0,22,0,1,0,2
S00090040,64,1,4,0,56,1,2,0,0
S00090041,26,7,7,0,10,0,2,0,0
S00090042,50,7,11,0,29,0,2,1,0
S00090043,54,2,7,0,45,0,0,0,0
S00090044,53,3,7,0,42,1,0,0,0
S00090045,75,4,8,1,58,0,3,1,0
S00090046,39,2,0,0,37,0,0,0,0
S00090047,42,0,3,1,35,0,3,0,0
S00090048,48,2,2,0,44,0,0,0,0
S00090049,54,1,1,0,51,0,1,0,0
S00090050,46,1,4,0,40,0,1,0,0
S00090051,55,3,8,0,39,2,3,0,0
S00090052,44,5,7,0,30,0,2,0,0
S00090053,44,1,7,0,35,0,1,0,0
S00090054,58,2,6,3,43,3,1,0,0
S00090055,44,8,7,0,25,1,2,1,0
S00090056,35,2,3,0,27,1,2,0,0
S00090057,49,3,9,0,28,4,5,0,0
S00090058,49,0,0,0,45,3,0,1,0
S00090059,68,17,29,0,7,15,0,0,0
S00090060,50,14,19,0,3,13,0,0,1
S00090061,52,5,9,0,1,35,2,0,0
S00090062,43,12,13,0,2,14,1,0,1
S00090063,47,6,11,0,5,23,2,0,0
S00090064,74,16,26,0,12,18,2,0,0
S00090065,30,0,1,0,27,2,0,0,0
S00090066,29,0,0,0,27,2,0,0,0
S00090067,42,15,21,0,2,2,2,0,0
S00090068,43,9,26,1,3,3,1,0,0
S00090069,52,8,13,0,15,15,1,0,0
S00090070,79,26,37,0,16,0,0,0,0
S00090071,78,25,44,0,0,0,7,2,0
S00090072,72,14,50,1,0,0,7,0,0
S00090073,63,16,42,0,0,0,3,0,2
S00090074,74,22,43,1,0,0,4,3,1
S00090075,67,36,29,0,0,0,0,0,2
S00090076,83,31,43,0,1,0,5,2,1
S00090077,43,10,28,1,0,0,2,2,0
S00090078,76,47,25,1,1,0,1,0,1
S00090079,58,27,29,0,0,0,1,1,0
S00090080,53,15,31,1,0,1,2,1,2
S00090081,66,20,34,1,0,0,10,1,0
S00090082,43,15,17,0,6,0,4,0,1
S00090083,50,16,20,0,14,0,0,0,0
S00090084,86,10,32,0,36,0,3,1,4
S00090085,62,14,26,0,17,1,4,0,0
S00090086,55,17,30,0,2,0,2,3,1
S00090087,49,22,16,0,10,0,1,0,0
S00090088,46,14,15,0,15,0,0,1,1
S00090089,59,11,20,0,23,0,4,1,0
S00090090,20,6,8,0,6,0,0,0,0
S00090091,76,35,34,0,0,0,5,2,0
S00090092,35,8,9,0,13,0,4,0,1
S00090093,41,6,4,0,31,0,0,0,0
S00090094,53,28,22,0,0,0,3,0,0
S00090095,58,21,33,0,2,0,2,0,0
S00090096,48,8,17,0,18,0,5,0,0
S00090097,37,10,15,0,9,0,2,0,1
S00090098,56,11,14,0,27,2,0,0,2
S00090099,94,33,33,0,22,0,5,1,0
S00090100,58,32,25,0,1,0,0,0,0
S00090101,60,35,24,0,0,0,1,0,0
S00090102,42,24,16,1,0,0,1,0,0
S00090103,61,24,28,0,0,6,2,0,1
S00090104,46,11,28,0,3,1,3,0,0
S00090105,43,10,18,0,2,10,2,1,0
S00090106,65,19,42,0,1,3,0,0,0
S00090107,66,17,34,0,0,13,2,0,0
S00090108,52,29,22,0,0,0,1,0,0
S00090109,46,23,22,0,0,0,1,0,0
S00090110,54,20,30,0,0,2,2,0,0
S00090111,42,28,11,0,0,0,3,0,0
S00090112,74,41,31,0,0,0,1,0,1
S00090113,47,28,17,0,0,1,1,0,0
S00090114,47,18,25,0,2,0,2,0,0
S00090115,47,26,18,0,1,0,1,1,0
S00090116,55,22,29,0,1,0,3,0,0
S00090117,58,31,27,0,0,0,0,0,0
S00090118,64,35,28,0,0,0,1,0,0
S00090119,69,29,36,0,1,1,2,0,0
S00090120,52,29,23,0,0,0,0,0,0
S00090121,79,34,40,0,1,0,3,0,1
S00090122,58,25,30,0,0,0,2,1,0
S00090123,51,15,29,1,2,0,3,1,0
S00090124,70,11,7,0,50,0,1,0,1
S00090125,54,19,7,0,22,0,1,0,5
S00090126,73,24,13,0,25,0,8,1,2
S00090127,60,32,24,0,3,1,0,0,0
S00090128,42,12,22,0,6,0,1,1,0
S00090129,61,45,14,0,0,0,1,1,0
S00090130,67,47,17,0,0,0,2,0,1
S00090131,63,26,29,1,0,0,6,1,0
S00090132,59,34,21,0,0,0,3,0,1
S00090133,91,16,64,2,1,0,8,0,0
S00090134,59,12,42,2,0,0,3,0,0
S00090135,57,13,32,0,1,1,9,1,0
S00090136,61,14,38,0,0,0,7,2,0
S00090137,64,7,47,5,1,0,4,0,0
S00090138,44,13,30,0,1,0,0,0,0
S00090139,59,18,37,0,0,0,4,0,0
S00090140,41,18,22,0,0,0,1,0,0
S00090141,29,7,21,0,0,0,0,1,0
S00090142,58,13,20,0,23,0,1,0,1
S00090143,42,6,22,0,11,0,2,0,1
S00090144,45,20,14,0,9,0,2,0,0
S00090145,54,25,14,0,8,1,3,1,2
S00090146,50,18,6,0,25,0,0,0,1
S00090147,48,11,11,0,23,0,2,1,0
S00090148,40,14,11,0,11,2,1,1,0
S00090149,73,26,24,0,21,1,0,0,1
S00090150,48,19,10,0,17,0,2,0,0
S00090151,47,13,11,0,20,0,2,1,0
S00090152,48,14,16,0,14,0,2,0,2
S00090153,50,20,16,0,10,0,2,0,2
S00090154,45,11,20,0,11,0,1,0,2
